x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
4.5428,-14.2068,6.5282,25.4833,8.8519,-72.7434,-6.8491,-6.685,-37.3222,47.1697,Taxi
-10.4855,-7.5428,-8.068,-18.5035,-4.9336,-22.5281,-43.833,-25.5227,26.598,71.8574,Walk
2.333,-1.0074,14.0829,15.5622,-11.1673,8.2951,-64.7351,34.5271,152.089,-54.8292,Taxi
-8.5942,-5.5423,-13.6102,-9.4347,-16.353,-47.3853,14.9035,68.9282,-102.7259,32.7044,Walk
-2.612,9.9297,2.6348,23.0642,-23.8494,-16.6154,14.5104,31.2905,48.5663,1.6905,Bicycle
-1.1603,8.7444,-8.1722,-4.7949,5.3944,-59.3014,-32.038,-73.8966,31.3255,37.6595,Bus
1.7264,10.2594,24.1635,7.8346,12.5501,35.4774,-37.8791,50.4477,34.3021,10.7241,Taxi
-6.2398,0.5843,-7.9266,40.4618,-3.5339,11.4535,74.3377,59.827,72.9325,-42.5379,Others
6.3399,15.8417,35.5961,0.1169,36.7434,-3.0885,-27.8172,-23.0214,-34.6031,35.2434,Taxi
-4.5753,11.0549,4.6951,36.4037,-6.1812,-8.0193,37.4016,-6.6412,-11.3978,101.8037,Bicycle
-0.0365,11.4692,4.1395,40.9019,20.0656,39.502,35.7159,16.1426,15.6959,24.1282,Others
-9.5856,2.6307,8.4426,-21.0877,21.5158,4.8846,2.6411,42.7292,113.4244,56.4243,Taxi
2.868,-21.488,47.2378,-3.0437,33.9168,-7.5516,26.522,-29.3566,3.1812,-86.1096,Bus
6.6968,6.5023,1.8024,3.7151,20.8123,-2.2399,-13.4753,-51.7727,33.264,-10.6157,Bus
-3.096,8.4241,-32.3273,-11.1978,6.5438,32.0659,70.6568,26.8739,5.8036,51.9623,Bicycle
-1.3307,11.5031,14.7433,42.181,5.0267,-8.6912,20.7995,-17.158,40.2828,68.5786,Taxi
1.087,0.9419,7.0103,-40.692,-35.2805,19.2455,-12.907,83.9111,-15.9759,-79.4355,Taxi
1.8253,8.886,4.1852,-13.4725,27.0539,38.7722,-7.0439,27.0787,-54.249,-49.801,Taxi
-2.6605,3.4654,-7.9286,-8.6847,-1.3972,-18.4552,13.6403,-10.5302,12.0395,83.0677,Walk
-1.5467,3.06,16.3643,-13.1364,16.4769,-43.9224,46.0935,27.9817,23.2841,53.1449,Bus
-3.5791,-16.5541,44.1518,-3.8937,2.993,26.5258,3.3527,105.6928,52.0577,-122.4692,Taxi
-3.8669,13.5154,2.0903,30.7977,38.5392,36.148,3.7948,15.9427,35.53,61.8476,Taxi
-9.1268,2.675,7.5691,49.8399,9.9905,66.6033,67.1949,21.9863,26.312,35.7748,Taxi
-0.0238,7.9338,-9.5295,0.8312,22.3576,-14.7851,34.7304,55.1196,-16.7197,4.154,Bicycle
-1.5265,-4.6463,-3.0001,-36.4957,-1.7785,45.7992,-18.0244,-39.9489,9.3475,102.5979,Bus
5.9012,21.2926,30.9409,18.3768,-0.3538,37.4098,-59.4349,15.5602,-12.9116,57.2078,Others
1.291,0.0495,-9.0236,-16.5013,-11.051,-22.8221,2.0414,0.6348,58.8022,32.818,Walk
2.5754,7.0348,35.2505,-1.6054,11.1276,-13.7713,46.7976,-5.5091,17.7628,-10.5267,Bicycle
1.8385,7.0728,-13.6195,17.6368,-39.8974,15.2466,29.2213,-2.4294,30.6001,-26.337,Bicycle
12.2522,8.495,-8.4173,17.0568,-20.0571,22.8477,21.8435,-35.2619,71.9365,27.3155,Bus
3.1891,3.2115,-3.2226,0.3849,1.0983,-44.3003,51.083,-1.6096,58.7425,-54.7449,Bus
-0.149,-6.5579,29.9904,-25.4092,5.1246,0.9459,19.0151,24.0897,-49.8589,37.5849,Bicycle
5.7517,12.7776,1.6123,7.8373,24.7407,11.2789,-7.1761,102.6299,-41.1833,-23.6777,Taxi
4.0629,-6.7441,4.1123,3.0575,-3.7212,63.5512,-62.6576,56.5454,55.4797,-33.7691,Others
2.3845,-1.2365,18.5103,-9.1005,-10.4509,38.1292,-21.2808,-5.1689,37.8596,41.324,Walk
0.8418,3.6029,30.4204,-13.0848,-6.1052,31.0747,2.7886,6.5947,-13.0804,35.4712,Bicycle
4.8612,10.78,7.6043,-51.0026,45.8772,19.6099,22.2099,100.729,39.6456,91.501,Walk
5.9229,-2.4173,7.3242,-14.4702,-6.7109,33.1021,-6.7757,10.6024,-4.5852,-66.2903,Walk
-1.4876,-4.0343,-3.0874,6.836,-17.7565,-0.6144,-89.0097,73.7366,-97.2057,1.8802,Others
0.7529,8.4357,27.3558,-20.0022,12.1611,-0.6772,-57.6941,27.935,-33.1538,-36.4206,Walk
-0.8458,17.8201,-0.4519,11.979,25.0579,32.1144,13.5894,-19.2852,27.3451,-20.095,Bicycle
4.6078,9.0787,-15.7997,-38.7071,20.1502,-30.1534,7.9904,10.7213,-8.8845,19.6683,Bus
9.5922,-5.6905,6.4787,0.9182,27.3824,-43.0049,-22.3908,65.6145,-31.6518,-11.7871,Taxi
6.9623,7.8396,25.4902,8.055,18.0959,52.9055,-17.9888,-7.0589,-39.4059,-5.6665,Others
-1.3811,0.3331,14.2477,1.6569,19.3016,6.8472,4.7558,-10.3962,36.0337,-15.5719,Bus
5.3473,0.7335,24.3094,0.9678,26.2186,-9.4591,47.059,-18.468,-3.3128,-48.3985,Taxi
-0.1701,20.1246,-2.4381,10.121,-4.856,-19.2209,-54.1129,30.3938,-10.7337,-3.6763,Others
2.3016,-3.9224,16.8764,15.2292,34.6805,55.8524,76.5894,-84.1779,-34.4288,-34.7749,Bicycle
0.1473,21.6664,-2.207,18.134,-22.0195,-15.3406,5.2762,38.849,-67.4179,35.3847,Bicycle
-3.041,1.8947,-22.6455,-5.2224,34.729,11.0089,-43.0892,15.9112,-16.6365,101.5541,Walk
-2.3781,-3.8115,-10.4026,25.9416,-6.0456,25.3396,-24.4441,-55.6004,-62.1862,-42.974,Taxi
4.4372,-8.3086,-16.1794,5.9208,-16.8276,36.1976,-31.8413,49.6157,-11.9077,73.4951,Taxi
-3.4404,-0.4493,5.8899,6.7591,24.6375,-7.3239,10.2458,44.7237,80.8217,80.5119,Taxi
1.1866,0.2286,7.1052,-21.7751,-44.2305,-15.7347,48.0536,-77.1183,-43.4585,-19.4695,Bus
4.7672,-6.9706,-14.6283,-13.8204,18.5973,25.288,-26.1401,-33.81,-42.0945,99.1876,Walk
2.1542,-0.4129,-17.9612,10.4307,53.1576,21.4851,4.6494,-36.6987,-12.0555,-31.8294,Taxi
4.0955,-6.5784,-8.4931,-11.6036,-30.3713,56.912,-57.9593,57.0069,-52.5628,0.9764,Taxi
-3.9074,-4.9123,-3.896,1.307,32.1111,32.3828,24.5468,13.0096,-111.0107,40.4753,Others
4.9786,18.3262,4.9251,6.9636,13.2766,-17.3353,-9.622,-10.5673,7.6683,49.3056,Bicycle
7.424,-2.4716,11.2699,-9.0789,43.1746,28.0347,-56.1825,55.3265,41.8104,-15.6832,Others
11.5672,-6.427,1.6309,-7.8208,-22.3595,-63.2303,30.9562,21.2057,16.4074,8.0018,Bicycle
-6.6286,8.1486,4.0732,20.2477,-1.3651,-43.7511,55.1598,-3.2862,8.3947,62.5304,Walk
-5.8575,-14.143,20.7391,-6.4248,-4.6241,30.2759,53.1053,-27.4978,-32.2377,7.0912,Walk
-0.6694,8.7076,-19.3686,19.5147,9.069,12.6336,8.3614,10.4115,22.6849,105.7933,Taxi
5.834,5.8513,-29.3025,14.3988,-2.1457,-2.4087,81.2088,79.1365,-42.457,-11.9353,Taxi
-1.0834,-6.1184,16.0943,-3.7098,-15.2756,39.474,-2.5292,48.1018,27.7856,-1.8073,Bicycle
6.289,7.8223,-15.5485,26.4522,8.819,-63.2248,-35.4343,1.8192,39.4342,-73.499,Others
-5.1135,4.3091,26.7188,-4.3083,-17.284,22.659,77.8413,34.592,59.8731,-7.6026,Walk
-14.7293,-9.6246,-1.6559,5.8381,-48.2,-22.21,-8.799,54.1095,1.6445,-0.3866,Taxi
1.779,-19.0824,11.3721,23.7463,6.8565,-5.4993,32.4112,9.9561,-17.9617,42.61,Taxi
2.2286,10.773,-33.7182,3.613,42.8557,14.5781,-55.6242,53.2872,10.4737,13.3991,Taxi
-8.0845,16.6535,6.1854,7.6609,-4.2987,4.9015,-37.8095,65.4215,35.4183,3.2713,Walk
14.3402,-4.8704,13.4774,14.2961,-9.6041,-32.1821,-51.2749,-61.2675,-65.6892,45.4581,Bus
-5.1234,10.1541,-16.1828,-5.504,44.1012,-0.9039,30.1577,91.5035,-18.5767,53.5842,Taxi
-7.6458,-14.7832,-2.4365,-17.3653,10.7979,25.3816,-48.8932,-32.309,33.5809,-17.0101,Walk
-1.0636,-5.3236,9.2971,-14.7407,38.661,-17.2147,-19.2987,42.1695,9.3052,-43.0678,Walk
1.2328,8.0966,9.0925,45.8982,54.895,17.6921,41.9198,34.6458,52.0594,-13.043,Taxi
2.6008,18.7666,18.9308,-36.4932,6.0476,30.3799,15.5384,70.6896,75.7003,34.3019,Bicycle
0.1735,0.3481,2.3728,7.3,-9.2612,16.4887,-9.1212,68.5709,38.1739,68.869,Taxi
3.4936,-11.2567,7.0051,-7.6083,4.2186,-1.9377,38.5262,18.2854,77.9779,117.6563,Bus
1.8089,11.3836,-11.8308,-19.4844,21.3203,33.9557,35.3536,59.7166,39.392,-30.8795,Bicycle
-5.0736,7.6371,10.1592,-2.7264,25.0955,-39.1504,64.1309,68.8126,0.1586,-58.8832,Walk
4.9013,5.1901,-0.802,-1.5798,-33.2968,-27.8228,-17.54,8.4819,37.9533,33.0145,Bicycle
-6.1618,4.2082,-13.7179,-8.6239,-14.2422,-4.9556,30.0591,19.4231,80.7268,-3.7949,Bicycle
3.378,11.774,8.9057,37.073,16.2862,-22.6177,5.9102,63.2576,10.2636,-67.7249,Others
5.6227,10.0276,2.6342,28.0765,2.4628,-23.1587,31.8819,49.8637,39.2405,65.6605,Others
2.9898,16.3671,9.1771,6.9361,3.4647,36.5047,10.8608,30.9802,10.7955,3.405,Taxi
-0.654,7.0319,-1.101,-3.8921,-11.4447,59.9302,46.8445,-26.6401,69.9902,27.6275,Bus
3.1321,-1.0997,-5.8069,38.4471,39.5221,-17.142,14.8078,-11.25,31.9834,45.1445,Taxi
-0.3983,20.104,23.7358,37.7975,21.4044,-0.8746,0.9386,35.129,-5.5199,35.1882,Others
-0.4262,-0.1327,22.5232,17.9704,11.659,41.8261,26.5611,12.9143,5.4299,-46.6969,Taxi
-3.7783,5.3899,8.8357,17.1037,70.0992,-5.1178,41.9341,-13.0839,5.5234,-30.2072,Bicycle
-5.9329,-2.6934,-8.4425,-4.4602,13.6081,-8.6254,10.7063,23.0793,42.8409,-29.8829,Walk
7.6331,17.1202,5.0043,-23.2417,-0.0554,15.4699,-24.3958,20.2156,-38.561,59.2685,Walk
-2.9848,-5.4218,-15.846,-21.1427,3.7865,30.6141,19.7065,-31.5826,26.773,85.7766,Walk
4.0681,7.0788,-19.1646,10.2874,5.7281,12.7365,0.5629,64.7172,41.8887,47.2531,Others
-3.6007,12.4607,-7.3068,32.1624,-2.0035,-65.2607,-19.3926,11.1042,28.0203,-89.4432,Others
6.5733,21.7124,-5.8873,18.4784,9.9948,67.2802,-33.0629,-7.7162,45.5413,-4.4367,Taxi
5.2707,-7.6153,1.3798,-16.5338,6.2976,73.8003,50.4972,31.9849,94.477,6.759,Taxi
2.1881,-6.0027,-10.2724,30.244,6.3643,-5.9232,16.5525,-30.933,47.0434,-37.2569,Bicycle
0.1215,0.6981,17.6943,2.4465,-18.136,-9.0133,-17.2276,-32.7501,-54.3844,-25.7252,Walk
-6.3194,6.9514,-33.2269,11.7618,-9.2806,-1.6047,5.971,43.7895,44.8487,63.3029,Others
-4.0373,16.8451,-13.2338,19.3833,-1.4849,19.4412,30.998,-66.404,61.5486,-23.6471,Bicycle
0.7657,3.3461,5.6092,20.5519,73.9869,66.6186,45.9034,89.8518,16.4568,-46.1219,Others
1.4972,-1.4695,-8.0764,-12.5506,47.1671,-2.9271,-19.4935,82.0824,43.2581,19.1562,Walk
-4.3902,4.3734,-13.0882,-19.7173,-22.5507,38.5567,30.3229,-34.6162,71.5842,-24.2332,Bus
-7.5146,-1.8366,1.8552,15.5996,50.6324,5.8226,31.4295,-29.5656,21.355,-35.3238,Walk
5.5883,-5.8499,29.2184,2.2918,16.9739,32.5512,46.8183,32.582,21.7437,29.2752,Bicycle
4.1491,-5.5526,-1.4355,-12.5411,29.1231,-4.866,-14.7528,64.5786,-60.9263,-6.4662,Taxi
-3.1,0.2285,-6.1988,-35.8241,34.2534,12.662,5.3228,-14.9515,44.7247,-1.2437,Bus
3.8496,4.5351,5.06,5.5905,36.756,-10.2315,-18.1813,68.5612,34.9011,30.3333,Walk
-3.0556,-4.5631,15.1848,12.3487,18.3259,11.5068,50.7926,79.8073,38.033,94.8843,Bicycle
6.0492,-14.9184,1.2823,-23.7423,34.9258,32.3602,-28.4978,-24.8824,40.4246,55.0511,Bus
2.8857,-15.5087,1.3123,24.9121,35.3446,38.9048,-24.2609,24.7522,34.5105,48.8461,Bicycle
5.2034,10.3316,37.6568,14.7495,-8.5144,4.9777,4.971,-2.3517,117.9294,-48.3483,Walk
1.4477,8.9712,19.7339,-0.6157,18.0148,48.5318,32.9095,-29.5581,-18.1278,34.9456,Bicycle
8.3823,1.6004,-17.1647,-31.0023,3.4026,-43.199,-25.3511,60.8294,-10.747,16.6745,Walk
2.8147,-1.9136,-1.9824,-19.2261,33.0338,33.8151,5.1294,28.5236,-39.9897,19.245,Taxi
-4.5587,6.632,-2.6757,30.8276,59.3704,-25.8041,0.3152,42.6604,-44.7237,50.009,Taxi
-0.9442,-5.966,-9.4912,8.734,-38.8787,7.5745,47.0333,-48.6931,51.1166,28.6994,Walk
-1.9481,35.1841,18.4962,19.3408,50.565,-7.3791,-23.6697,20.3783,112.4416,-41.2335,Bicycle
5.7288,9.2975,-1.4324,16.8615,9.5408,34.7472,17.5788,76.8985,-2.6132,-2.5763,Others
2.0423,-3.3349,-10.9063,-7.3126,-2.0789,36.363,20.4266,-5.4441,81.2144,-7.8314,Taxi
3.9,16.9821,-9.6122,-20.8657,4.6606,-16.3231,-20.9293,67.7269,65.9772,64.8121,Walk
-3.2876,-7.3737,17.968,-17.6277,-0.7382,-17.4797,9.7297,-12.7899,-106.2511,13.0266,Walk
-7.0498,-5.7256,22.7443,13.3166,14.1518,11.7241,53.8467,-58.6823,4.4785,-14.5903,Walk
-7.1106,10.8637,17.31,21.6556,4.6481,12.4699,22.493,-12.9251,-12.9241,-63.0363,Taxi
-2.2457,29.2368,18.2106,-1.7868,7.8133,15.0694,28.8358,-4.1692,26.411,-39.415,Bicycle
0.3578,-2.6354,8.2395,-19.5692,-19.6352,4.8968,77.1592,-78.1235,23.0518,53.2921,Bus
-3.5155,-7.9756,10.5428,27.2189,17.7732,21.3284,-0.1958,12.3531,3.6107,-8.3013,Bicycle
-4.8017,1.1575,10.8947,5.2418,-7.5751,-13.0025,44.0618,-13.8029,15.2371,13.0376,Others
-2.6858,20.1521,-9.2091,-19.4852,32.5362,48.8842,-9.8433,94.4585,-11.4721,59.5513,Bicycle
-0.5828,6.807,20.6785,-1.1633,-43.7749,-7.7509,8.8758,17.4857,-69.6049,79.6638,Others
0.5239,-21.7312,-12.2126,-1.8179,-3.6407,-28.3491,-44.4011,24.8868,-65.9823,7.7671,Others
0.0516,1.8698,-13.6201,20.1689,11.2958,-84.9094,-81.7222,41.1557,-16.3226,101.7819,Walk
-4.1945,-4.1412,23.8652,1.9942,-27.2933,13.7916,41.5266,59.6439,55.6798,-77.1391,Others
0.7139,14.6843,22.777,3.8261,1.9733,-1.0247,63.1759,-43.8841,45.2449,18.895,Bicycle
-0.4334,-5.4985,-16.4799,-27.3488,24.104,10.463,-7.206,-38.0785,-16.4964,39.3478,Walk
3.1972,-0.571,3.7255,-0.1463,-4.8793,19.2952,-0.9555,-9.6562,70.5392,-20.1895,Bicycle
-5.758,14.0474,-2.0616,23.8074,17.9892,-18.6523,-33.8042,1.2397,15.112,-36.8313,Bicycle
-0.9766,-1.0749,35.1481,-3.486,-12.7869,-40.6826,30.3371,40.1414,18.9379,30.1061,Bus
7.645,19.6597,19.8499,-14.4696,-6.32,11.6011,-21.3488,-0.8526,24.5738,10.2869,Walk
-2.478,4.2146,-5.9135,22.2882,41.1171,-24.2231,-30.3144,0.4726,11.5915,42.5244,Bicycle
4.0058,2.2467,-3.9829,-32.5072,-6.8651,-9.2959,-73.5952,34.6207,-55.6905,-64.7465,Bicycle
3.4362,2.9075,13.5965,-0.8925,-18.5526,5.4817,23.7311,20.5262,-38.1044,22.6325,Taxi
-0.8065,2.9623,9.0656,-7.8501,-16.531,25.2098,-27.0403,-20.8732,89.4888,15.8532,Bus
3.0623,-16.7629,-9.1328,-32.5605,-3.7439,5.7676,-24.6073,42.8348,1.0589,34.064,Taxi
3.9958,12.1615,25.4695,-25.769,16.0041,-16.4047,-34.5363,43.8484,12.1611,175.6907,Bus
6.4464,-4.8299,2.6533,20.564,31.9658,33.8388,30.8209,-4.6357,-28.2168,33.8908,Taxi
2.273,0.2607,2.6583,6.545,-26.2747,33.2555,-4.7115,-0.4041,34.3038,-35.8444,Bicycle
-9.6791,11.4842,-9.4761,3.2427,-9.5226,44.7873,36.4698,46.609,14.9933,-86.9965,Bicycle
-2.9512,9.3145,-15.3415,7.192,24.0517,22.794,4.4363,25.779,96.6602,49.0674,Taxi
3.0143,27.1552,-21.047,4.838,3.8035,-47.0363,72.7742,-5.366,-0.24,-38.2065,Taxi
-2.5901,4.9384,6.6067,46.9493,-4.0157,-8.0913,-2.0949,-37.1514,85.59,-0.6732,Bicycle
3.4482,15.7387,5.8729,-10.2451,-3.3293,16.9031,15.1708,26.483,47.9217,49.1966,Walk
1.8268,-1.2,3.9178,4.5815,-19.1153,35.475,33.1942,40.3714,-29.3457,117.0331,Others
2.8499,0.3667,-2.1866,-19.5973,14.4498,16.6392,29.8918,9.0813,-19.1873,63.0536,Walk
0.6459,-11.6432,25.0737,-11.2809,-48.8981,-5.0638,27.2715,-17.6788,-2.9247,74.2984,Walk
-0.6375,16.9055,26.7576,-4.5672,3.1258,31.1815,52.589,44.269,5.165,13.3258,Bicycle
-3.4388,-11.2576,19.2591,15.0811,-20.1894,29.6027,71.4833,-13.8442,-48.3617,-47.9037,Taxi
-1.7875,1.128,12.6183,-3.7379,23.9526,21.8833,31.1406,-16.4019,-19.0891,31.6469,Bus
-0.4012,-5.0336,-10.3843,18.9256,-9.8403,31.7801,23.0481,62.3493,-24.6107,-92.8736,Others
-2.8797,2.7672,-6.4663,-13.8867,29.7218,15.9402,7.1699,54.469,-17.952,-2.6632,Others
4.9844,10.5753,-1.858,31.9271,3.6849,15.1224,9.4325,-36.6014,32.0528,26.2261,Bicycle
-0.3448,-2.4988,-0.6492,23.401,-1.4945,-32.6462,-13.133,5.8817,106.6189,-6.7964,Walk
-4.0241,-21.7999,-9.4988,21.6471,-30.5613,19.905,5.8258,-52.5026,-11.5789,-13.8568,Walk
4.4436,8.9817,1.2445,0.1975,20.7369,-47.5328,23.9852,96.1274,-29.2362,65.5817,Others
2.0015,-9.1145,4.0651,-0.6181,-1.0671,35.3106,-4.1911,-11.7458,-129.4129,53.0859,Bicycle
13.2388,4.4048,12.072,18.7998,20.9066,-24.4864,24.1075,9.0925,11.7676,-92.045,Bicycle
1.027,8.4818,-12.3569,20.329,-13.7952,59.8223,58.1585,20.3255,-14.827,25.6509,Taxi
3.4173,-0.1845,-2.5272,24.6799,-5.1844,10.9223,-12.216,21.2353,32.4637,-96.5769,Taxi
12.19,7.8044,-2.6347,49.2096,-54.9415,0.008,-27.3557,-21.6914,-31.8845,98.143,Others
0.1363,3.5751,4.9758,-20.9392,-28.0714,-4.0422,-21.9733,19.3709,50.7237,-39.0062,Walk
0.8971,13.0224,3.6479,0.7341,30.9602,0.324,12.5337,-40.7839,-58.3685,-55.7239,Bus
7.8,2.0513,-14.9347,-8.2644,44.1817,15.6875,10.8586,29.418,-28.6673,28.2339,Bicycle
-2.388,2.2503,-6.964,5.292,4.4564,17.3476,-93.3893,5.3835,-19.87,20.715,Taxi
0.5635,-11.8479,25.9505,-5.8754,-23.0894,13.6487,8.1777,-64.5064,116.5221,5.3473,Bus
7.3029,0.9937,-26.0492,-0.6823,-25.5716,14.5095,-15.8765,33.2719,32.4776,53.2654,Walk
-2.3426,3.1381,-1.6117,6.0127,-14.5926,-15.6297,-55.4377,35.8521,41.4863,112.4399,Others
3.0047,19.4747,2.398,-9.0175,17.0149,80.3904,52.0021,40.0686,-23.1398,1.065,Walk
0.1914,-13.5123,27.1865,23.0347,-19.9204,26.9806,57.8811,108.2999,16.4246,-57.9701,Others
7.291,-13.7721,-6.6188,-8.3008,4.1753,-44.849,-34.1629,-60.6438,-19.896,-46.4776,Bus
5.483,0.4257,7.9983,16.4925,21.3365,37.4467,20.6848,8.8272,-3.6818,13.0401,Bicycle
0.4464,1.7533,-21.9075,-10.7486,-2.9855,2.2578,47.8694,8.4985,-32.346,-22.7497,Taxi
0.4951,-2.4566,-10.5629,45.1542,3.2324,-0.045,10.6645,3.3407,23.2585,130.2196,Others
-1.8441,20.6236,34.6428,31.5538,-6.9564,-23.7148,-18.2543,43.0864,86.6011,61.6732,Taxi
3.9856,6.6245,-13.4781,37.3646,-14.451,-55.8641,-2.0084,-40.0784,-33.8813,-17.0386,Bicycle
5.1226,-2.4694,11.5104,8.4641,45.9678,29.5132,13.1298,21.7089,15.5315,2.7523,Taxi
-3.0199,10.2332,14.9445,-5.3565,0.7326,-73.6458,-17.06,51.3224,-32.3435,-22.7372,Others
-4.3451,-1.1989,2.5846,10.4558,48.9425,21.5973,-2.915,31.6929,-75.7218,-96.6401,Bicycle
7.1831,-7.6776,-11.5433,32.783,-31.4518,-9.5181,-34.3774,20.156,42.6031,39.7001,Others
5.2866,10.8006,-12.4686,3.5995,0.0688,8.0817,18.3761,15.693,13.2375,-15.6892,Bicycle
-0.0134,0.9533,23.8363,-25.4074,3.2906,35.1212,38.9581,0.4861,-40.7224,85.7197,Bicycle
-0.5846,2.0668,-3.9834,-26.5749,-15.2838,21.3607,-32.7354,31.1445,-90.5004,-11.1175,Taxi
-5.1699,10.9208,1.6531,-6.4153,31.253,29.4843,14.2412,-30.1363,-3.6024,-82.369,Taxi
3.1178,13.9969,-20.4603,34.0644,11.2153,20.063,20.9946,50.6342,-36.0725,-71.0287,Others
8.9392,2.4675,12.1384,-22.92,18.8018,-54.7513,-18.2148,33.4705,0.228,81.6439,Walk
1.6378,6.4333,8.3631,7.6561,9.2333,8.9852,30.8768,16.008,-62.4786,31.7586,Bicycle
-4.382,6.0846,33.7548,16.2416,63.014,32.4818,-66.2055,81.9305,-1.327,-39.6668,Others
-1.423,-1.1441,-11.242,-3.9657,-15.649,-10.8439,32.31,-10.0671,-112.8444,83.065,Bicycle
2.5791,2.6142,29.0549,-4.9354,18.8926,1.9876,25.2142,39.9043,-3.9682,-18.1539,Bicycle
7.733,-13.6748,1.9858,-24.6707,9.2379,17.9554,9.9203,47.5783,13.9077,7.6651,Walk
5.9497,-2.6703,7.046,2.2744,-50.8445,9.8995,78.3204,80.6427,-3.9605,-32.5539,Others
1.8269,-5.0554,3.8969,5.8571,30.5943,-4.9155,-12.1782,57.1296,64.977,-17.3814,Bicycle
6.1356,23.1132,40.614,5.9702,-12.1734,17.8588,30.3452,4.2233,39.9558,-77.7551,Bicycle
5.8102,13.6543,8.9057,-17.1889,14.8411,0.0207,18.1724,43.67,27.2719,63.4366,Taxi
-3.326,9.28,-13.0623,9.5769,50.7649,1.9708,-17.789,26.9259,-27.5827,-14.7394,Others
0.0415,-3.7261,18.9735,-23.0077,-11.0087,-10.7825,88.9304,0.1173,-29.5611,43.0146,Walk
-1.048,10.5257,2.7613,-9.4041,-22.6546,37.5873,-21.87,13.255,-1.7933,32.533,Bicycle
8.5508,7.558,27.2522,-3.3803,16.7878,1.3577,14.9749,19.3293,40.5554,12.8852,Taxi
-5.5895,-10.4838,4.4815,4.5657,-1.9317,37.3599,29.7173,68.9679,104.1156,8.0405,Taxi
1.0103,-5.389,17.3219,-14.3238,-10.5809,-31.1173,6.6432,86.43,54.5753,56.2991,Taxi
-1.6028,14.7131,1.3813,-7.2682,45.5862,-4.9877,-42.3142,-18.6503,-6.4422,1.4694,Bicycle
-1.2138,8.5759,-5.0035,6.5328,49.8628,4.1535,53.0808,5.4344,-38.2946,24.004,Taxi
-2.1773,2.602,-20.402,13.319,7.0143,-47.4698,70.6308,-84.4417,-7.892,54.0927,Walk
0.7838,-2.7033,16.6628,-53.8233,-28.8993,-4.3404,-24.0672,-9.353,4.7079,18.9054,Bus
1.3125,2.3015,10.2713,15.8242,-18.3073,20.7633,-3.4041,-60.1091,-9.435,-38.1047,Walk
12.0413,-0.0741,-10.4492,-51.5382,22.1232,-26.2166,15.3812,55.2893,74.9798,22.7706,Bus
-3.6258,3.9584,37.4308,20.0063,26.6717,-10.0417,-45.8612,-16.0454,75.4049,26.488,Bicycle
3.3721,5.6924,17.174,3.2053,-13.0207,-30.9001,60.8661,30.921,-43.4274,-76.3671,Bicycle
-5.3817,4.4433,-12.9163,-17.0731,22.6535,19.2308,-6.9321,-22.616,44.2029,-118.9981,Walk
